match_id,player_name,steam_id,position,g,a,shots,hits,blocks,sa,ga,so
"S1-WUT-name:moose-6","moose","","F","1","1","4","2","0","0","0","0"
"S1-WUT-name:moose-7","moose","","F","1","1","4","1","0","0","0","0"
"S1-WUT-name:moose-8","moose","","F","1","0","4","1","0","0","0","0"
"S1-WUT-name:moose-9","moose","","F","0","0","4","1","0","0","0","0"
"S1-WUT-name:moose-10","moose","","F","0","0","4","1","0","0","0","0"
"S1-WUT-name:Mushy-1","Mushy","","D","1","1","3","1","0","0","0","0"
"S1-WUT-name:Mushy-2","Mushy","","D","0","1","3","1","0","0","0","0"
"S1-WUT-name:Mushy-3","Mushy","","D","0","1","2","1","0","0","0","0"
"S1-WUT-name:Mushy-4","Mushy","","D","0","1","2","1","0","0","0","0"
"S1-WUT-name:Mushy-5","Mushy","","D","0","1","2","1","0","0","0","0"
"S1-WUT-name:Mushy-6","Mushy","","D","0","1","2","1","0","0","0","0"
"S1-WUT-name:Mushy-7","Mushy","","D","0","1","2","0","0","0","0","0"
"S1-WUT-name:Mushy-8","Mushy","","D","0","1","2","0","0","0","0","0"
"S1-WUT-name:Mushy-9","Mushy","","D","1","1","2","1","0","0","0","0"
"S1-WUT-name:Mushy-10","Mushy","","D","1","2","2","1","1","0","0","0"
"S1-WUT-name:Nakamura-1","Nakamura","","G","0","0","0","0","0","10","2","1"
"S1-WUT-name:Nakamura-2","Nakamura","","G","0","0","0","0","0","10","2","0"
"S1-WUT-name:Nakamura-3","Nakamura","","G","0","0","0","0","0","10","2","0"
"S1-WUT-name:Nakamura-4","Nakamura","","G","0","0","0","0","0","10","2","0"
"S1-WUT-name:Nakamura-5","Nakamura","","G","0","0","0","0","0","10","2","0"
"S1-WUT-name:Nakamura-6","Nakamura","","G","0","0","0","0","0","10","2","0"
"S1-WUT-name:Nakamura-7","Nakamura","","G","0","0","0","0","0","11","2","0"
"S1-WUT-name:Nakamura-8","Nakamura","","G","0","0","0","0","0","11","3","0"
"S1-WUT-name:Nakamura-9","Nakamura","","G","0","0","0","0","0","10","3","1"
"S1-WUT-name:Nakamura-10","Nakamura","","G","0","0","0","0","0","10","3","1"
"S1-WUT-name:Nemestokes-1","Nemestokes","","D","0","1","1","0","0","0","0","0"
"S1-WUT-name:Nemestokes-2","Nemestokes","","D","0","1","1","0","0","0","0","0"
"S1-WUT-name:Nemestokes-3","Nemestokes","","D","0","1","1","0","0","0","0","0"
"S1-WUT-name:Nemestokes-4","Nemestokes","","D","0","1","1","0","0","0","0","0"
"S1-WUT-name:Nemestokes-5","Nemestokes","","D","1","0","1","1","0","0","0","0"
"S1-WUT-name:Nemestokes-6","Nemestokes","","D","1","1","1","1","1","0","0","0"
"S1-WUT-name:Nemestokes-7","Nemestokes","","D","0","1","2","1","1","0","0","0"
"S1-WUT-name:Nemestokes-8","Nemestokes","","D","0","1","2","1","1","0","0","0"
"S1-WUT-name:Nemestokes-9","Nemestokes","","D","0","1","2","1","1","0","0","0"
"S1-WUT-name:Nemestokes-10","Nemestokes","","D","0","1","2","0","0","0","0","0"
"S1-WUT-name:nickisntcool-1","nickisntcool","","F","1","0","3","1","0","0","0","0"
"S1-WUT-name:nickisntcool-2","nickisntcool","","F","1","0","3","1","0","0","0","0"
"S1-WUT-name:nickisntcool-3","nickisntcool","","F","2","0","3","2","0","0","0","0"
"S1-WUT-name:nickisntcool-4","nickisntcool","","F","1","1","3","2","1","0","0","0"
"S1-WUT-name:nickisntcool-5","nickisntcool","","F","1","1","4","1","1","0","0","0"
"S1-WUT-name:nickisntcool-6","nickisntcool","","F","1","1","4","1","0","0","0","0"
"S1-WUT-name:nickisntcool-7","nickisntcool","","F","1","1","4","1","0","0","0","0"
"S1-WUT-name:nickisntcool-8","nickisntcool","","F","1","1","4","1","0","0","0","0"
"S1-WUT-name:nickisntcool-9","nickisntcool","","F","1","1","3","1","0","0","0","0"
"S1-WUT-name:nickisntcool-10","nickisntcool","","F","1","0","3","1","0","0","0","0"
"S1-WUT-name:OVO-1","OVO","","F","0","1","3","0","1","0","0","0"
"S1-WUT-name:OVO-2","OVO","","F","0","1","3","0","0","0","0","0"
"S1-WUT-name:OVO-3","OVO","","F","0","1","2","0","0","0","0","0"
"S1-WUT-name:OVO-4","OVO","","F","0","0","2","0","0","0","0","0"
"S1-WUT-name:OVO-5","OVO","","F","0","0","2","0","0","0","0","0"
"S1-WUT-name:OVO-6","OVO","","F","0","0","2","0","0","0","0","0"
"S1-WUT-name:OVO-7","OVO","","F","1","0","2","1","0","0","0","0"
"S1-WUT-name:OVO-8","OVO","","F","1","1","2","1","1","0","0","0"
"S1-WUT-name:OVO-9","OVO","","F","1","1","3","0","1","0","0","0"
"S1-WUT-name:OVO-10","OVO","","F","0","1","3","0","1","0","0","0"
"S1-WUT-name:player 43-1","player 43","76561198180293369","F","1","1","5","1","0","0","0","0"
"S1-WUT-name:player 43-2","player 43","76561198180293369","F","1","1","5","0","0","0","0","0"
"S1-WUT-name:player 43-3","player 43","76561198180293369","F","2","0","5","1","0","0","0","0"
"S1-WUT-name:player 43-4","player 43","76561198180293369","F","2","1","5","1","1","0","0","0"
"S1-WUT-name:player 43-5","player 43","76561198180293369","F","2","1","6","1","0","0","0","0"
"S1-WUT-name:player 43-6","player 43","76561198180293369","F","2","1","5","1","0","0","0","0"
"S1-WUT-name:player 43-7","player 43","76561198180293369","F","1","1","5","1","0","0","0","0"
"S1-WUT-name:player 43-8","player 43","76561198180293369","F","1","1","5","1","0","0","0","0"
"S1-WUT-name:player 43-9","player 43","76561198180293369","F","1","1","5","1","0","0","0","0"
"S1-WUT-name:player 43-10","player 43","76561198180293369","F","1","1","5","1","0","0","0","0"
"S1-WUT-name:Pogba-1","Pogba","","D","0","0","1","1","0","0","0","0"
"S1-WUT-name:Pogba-2","Pogba","","D","0","0","1","1","0","0","0","0"
"S1-WUT-name:Pogba-3","Pogba","","D","0","0","1","1","0","0","0","0"
"S1-WUT-name:Pogba-4","Pogba","","D","1","0","1","1","0","0","0","0"
"S1-WUT-name:Pogba-5","Pogba","","D","0","1","1","1","1","0","0","0"
"S1-WUT-name:Pogba-6","Pogba","","D","0","1","1","1","0","0","0","0"
"S1-WUT-name:Pogba-7","Pogba","","D","0","1","1","1","0","0","0","0"
"S1-WUT-name:Pogba-8","Pogba","","D","0","0","1","1","0","0","0","0"
"S1-WUT-name:Pogba-9","Pogba","","D","0","0","1","1","0","0","0","0"
"S1-WUT-name:Pogba-10","Pogba","","D","0","0","1","1","0","0","0","0"
"S1-WUT-name:Poro-1","Poro","","F","0","1","2","0","1","0","0","0"
"S1-WUT-name:Poro-2","Poro","","F","0","0","2","0","0","0","0","0"
"S1-WUT-name:Poro-3","Poro","","F","0","0","2","0","0","0","0","0"
"S1-WUT-name:Poro-4","Poro","","F","0","0","2","0","0","0","0","0"
"S1-WUT-name:Poro-5","Poro","","F","1","0","2","1","0","0","0","0"
"S1-WUT-name:Poro-6","Poro","","F","1","1","2","1","1","0","0","0"
"S1-WUT-name:Poro-7","Poro","","F","1","1","3","1","1","0","0","0"
"S1-WUT-name:Poro-8","Poro","","F","1","1","2","0","1","0","0","0"
"S1-WUT-name:Poro-9","Poro","","F","0","1","2","0","1","0","0","0"
"S1-WUT-name:Poro-10","Poro","","F","0","1","2","0","1","0","0","0"
"S1-WUT-name:pretty-1","pretty","","D","1","0","1","1","0","0","0","0"
"S1-WUT-name:pretty-2","pretty","","D","1","1","1","1","1","0","0","0"
"S1-WUT-name:pretty-3","pretty","","D","0","1","2","1","1","0","0","0"
"S1-WUT-name:pretty-4","pretty","","D","0","1","2","1","0","0","0","0"
"S1-WUT-name:pretty-5","pretty","","D","0","1","2","1","0","0","0","0"
"S1-WUT-name:pretty-6","pretty","","D","0","1","2","0","0","0","0","0"
"S1-WUT-name:pretty-7","pretty","","D","0","0","2","0","0","0","0","0"
"S1-WUT-name:pretty-8","pretty","","D","0","0","2","0","0","0","0","0"
"S1-WUT-name:pretty-9","pretty","","D","0","0","1","0","0","0","0","0"
"S1-WUT-name:pretty-10","pretty","","D","0","0","1","0","0","0","0","0"
"S1-WUT-name:puckster-1","puckster","","G","0","0","0","0","0","8","2","0"
"S1-WUT-name:puckster-2","puckster","","G","0","0","0","0","0","8","2","1"
"S1-WUT-name:puckster-3","puckster","","G","0","0","0","0","0","8","2","1"
"S1-WUT-name:puckster-4","puckster","","G","0","0","0","0","0","8","1","1"
"S1-WUT-name:puckster-5","puckster","","G","0","0","0","0","0","8","1","0"
"S1-WUT-name:puckster-6","puckster","","G","0","0","0","0","0","8","1","0"
"S1-WUT-name:puckster-7","puckster","","G","0","0","0","0","0","8","1","0"
"S1-WUT-name:puckster-8","puckster","","G","0","0","0","0","0","8","1","0"
"S1-WUT-name:puckster-9","puckster","","G","0","0","0","0","0","8","1","0"
"S1-WUT-name:puckster-10","puckster","","G","0","0","0","0","0","9","1","0"
"S1-WUT-name:Pyros-1","Pyros","","F","1","1","2","0","0","0","0","0"
"S1-WUT-name:Pyros-2","Pyros","","F","0","1","2","0","0","0","0","0"
"S1-WUT-name:Pyros-3","Pyros","","F","0","1","2","0","0","0","0","0"
"S1-WUT-name:Pyros-4","Pyros","","F","0","1","2","0","0","0","0","0"
"S1-WUT-name:Pyros-5","Pyros","","F","0","1","2","0","0","0","0","0"
"S1-WUT-name:Pyros-6","Pyros","","F","1","1","2","1","0","0","0","0"
"S1-WUT-name:Pyros-7","Pyros","","F","1","2","2","1","1","0","0","0"
"S1-WUT-name:Pyros-8","Pyros","","F","1","1","3","1","1","0","0","0"
"S1-WUT-name:Pyros-9","Pyros","","F","1","1","2","1","1","0","0","0"
"S1-WUT-name:Pyros-10","Pyros","","F","1","1","2","0","1","0","0","0"
"S1-WUT-name:Quick-1","Quick","","G","0","0","0","0","0","6","1","0"
"S1-WUT-name:Quick-2","Quick","","G","0","0","0","0","0","6","1","0"
"S1-WUT-name:Quick-3","Quick","","G","0","0","0","0","0","6","1","0"
"S1-WUT-name:Quick-4","Quick","","G","0","0","0","0","0","7","1","0"
"S1-WUT-name:Quick-5","Quick","","G","0","0","0","0","0","7","2","0"
"S1-WUT-name:Quick-6","Quick","","G","0","0","0","0","0","6","2","1"
"S1-WUT-name:Quick-7","Quick","","G","0","0","0","0","0","6","2","1"
"S1-WUT-name:Quick-8","Quick","","G","0","0","0","0","0","6","2","0"
"S1-WUT-name:Quick-9","Quick","","G","0","0","0","0","0","6","2","0"
"S1-WUT-name:Quick-10","Quick","","G","0","0","0","0","0","6","2","0"
"S1-WUT-name:Rickey-1","Rickey","","G","0","0","0","0","0","8","2","0"
"S1-WUT-name:Rickey-2","Rickey","","G","0","0","0","0","0","8","2","0"
"S1-WUT-name:Rickey-3","Rickey","","G","0","0","0","0","0","8","2","0"
"S1-WUT-name:Rickey-4","Rickey","","G","0","0","0","0","0","7","2","0"
"S1-WUT-name:Rickey-5","Rickey","","G","0","0","0","0","0","7","1","0"
"S1-WUT-name:Rickey-6","Rickey","","G","0","0","0","0","0","8","1","0"
"S1-WUT-name:Rickey-7","Rickey","","G","0","0","0","0","0","8","2","0"
"S1-WUT-name:Rickey-8","Rickey","","G","0","0","0","0","0","8","2","1"
"S1-WUT-name:Rickey-9","Rickey","","G","0","0","0","0","0","8","2","1"
"S1-WUT-name:Rickey-10","Rickey","","G","0","0","0","0","0","8","2","0"
"S1-WUT-name:Shoe-1","Shoe","","D","0","1","1","1","1","0","0","0"
"S1-WUT-name:Shoe-2","Shoe","","D","0","1","1","1","1","0","0","0"
